,Station,Longitude,Latitude,Ref. value,Plot Color
990,AUGUSTA STATE AP,-69.7972,44.3206,0.002623517,No Color
2678,AUGUSTINE 2E,-107.6211,34.075,0.011776508,Darkest Yellow
1033,AURORA RSCH FARM,-76.6592,42.7339,0.007010326,Yellow
1041,AUSTIN-CAMP MABRY,-97.7603,30.3208,0.008882648,Dark Yellow
281,AUSTIN #2,-117.0675,39.4931,0.007623182,Yellow
232,AUSTIN 1 W,-112.2656,46.6456,0.000329257,No Color
2642,AUSTIN BERGSTROM AP,-97.68,30.1831,0.002225836,No Color
628,AUSTIN WWT FAC,-92.9739,43.6542,-0.002529187,No Color
542,AVON PARK 2 W,-81.5267,27.5947,0.001349806,No Color
2059,AZTEC RUINS NM,-108.0006,36.835,0.005513099,Light Yellow
2561,BACK BAY WR,-75.9114,36.6619,0.007992159,Yellow
888,BAD AXE,-82.9939,43.8081,0.002434703,No Color
259,BAGDAD,-113.1739,34.5972,-0.003157167,No Color
747,BAILEY,-105.4767,39.4047,-0.001141998,No Color
249,BAKER CITY MUNI AP,-117.8086,44.8428,-0.004271203,No Color
256,BAKERSFIELD AP,-119.0542,35.4344,-0.000753513,No Color
2581,BALLINGER 2 NW,-99.9764,31.7414,0.002612139,No Color
1084,BALMORHEA,-103.7403,30.9844,0.000465672,No Color
1290,BALTIMORE WASH INTL AP,-76.6833,39.1667,0.003277856,No Color
2229,BAMBERG,-81.0306,33.3,0.003534753,No Color
428,BANDON 2 NNE,-124.4019,43.1497,0.000615402,No Color
1047,BANGOR INTL AP,-68.8186,44.7978,0.004482174,Light Yellow
2473,BANKHEAD LOCK & DAM,-87.3572,33.4528,0.005982973,Light Yellow
2169,BANNER ELK,-81.8742,36.1617,0.004191615,Light Yellow
1087,BARABOO,-89.7269,43.4583,0.004121637,Light Yellow
1658,BARBOURVILLE,-83.8819,36.8825,0.003155586,No Color
2064,BARDSTOWN 5E,-85.3847,37.8194,0.001203909,No Color
2217,BARRE FALLS DAM,-72.0275,42.4281,0.006878005,Yellow
761,BARRE MONTPELIER AP,-72.5794,44.2033,0.00616983,Yellow
1173,BARROW POST ROGERS AP,-156.7814,71.2833,0.010467872,Darkest Yellow
116,BARSTOW DAGGETT AP,-116.7858,34.8536,0.001081514,No Color
1386,BARTLESVILLE F P FLD,-96.0261,36.7683,0.000369869,No Color
135,BARTLETT DAM,NA,NA,0.008199036,Dark Yellow
323,BARTOW,-81.8433,27.8986,0.006305969,Yellow
1847,BASIN,-108.035,44.38,0.00139711,No Color
833,BATAVIA,-78.1692,43.0303,0.006023413,Light Yellow
2272,BATESVILLE 2 SW,-89.9806,34.3061,0.004639967,Light Yellow
2321,BATESVILLE L&D 1,-91.6386,35.7597,0.00144279,No Color
2339,BATESVILLE LVSTK,-91.7944,35.8306,0.001355655,No Color
1055,BATON ROUGE RYAN AP,-91.1469,30.5372,0.005493261,Light Yellow
1702,BATTLE CREEK 5NW,-85.2667,42.3667,0.002872243,No Color
227,BATTLE GROUND,-122.5286,45.7717,0.00393882,Light Yellow
566,BATTLE MOUNTAIN 4SE,-116.8917,40.6117,0.010180018,Darkest Yellow
1507,BAUDETTE,NA,NA,0.009035313,Dark Yellow
1635,BAXTER,-83.3303,36.8583,0.004709709,Light Yellow
2317,BAY CITY WTR WKS,-95.975,28.9797,0.004647196,Light Yellow
2094,BAY MINETTE,-87.7853,30.8839,0.003212954,No Color
2227,BAYARD,-79.3683,39.2728,0.00123631,No Color
2660,BAYTOWN,-94.9908,29.9142,0.006251905,Yellow
552,BAYVIEW MODEL BASIN,-116.5594,47.9803,0.002218702,No Color
1838,BEACONSFIELD,-94.0475,40.8236,-0.002508979,No Color
2005,BEAUFORT MCAS,-80.7167,32.4833,0.006258883,Yellow
586,BEAUMONT CITY,-94.0997,30.0969,0.007058808,Yellow
2701,BEAUMONT RSCH CTR,-94.2928,30.0689,0.012686772,Darkest Yellow
1015,BEAVER CITY,-99.8278,40.1306,0.001960354,No Color
72,BEAVER FALLS,-131.4683,55.38,0.0053599,Light Yellow
1642,BECKLEY VA HOSPITAL,-81.1939,37.7647,-0.000749707,No Color
2632,BEDFORD HANSCOM FLD,-71.2894,42.47,0.003572991,No Color
1502,BEEVILLE 5 NE,-97.7061,28.4575,0.006269874,Yellow
1604,BELCOURT KEYA RADIO,-99.7508,48.8411,0.003549961,No Color
973,BELFAST,-68.9892,44.4394,-0.001638195,No Color
497,BELLE FOURCHE,-103.8511,44.6714,0.006098317,Yellow
1805,BELLE MINA 2 N,-86.8819,34.6892,0.002745553,No Color
1866,BELLE PLAINE,-92.2764,41.8814,-0.002596326,No Color
893,BELLEFONTAINE,-83.7747,40.3533,0.001762145,No Color
2142,BELLEVILLE SIU RSCH,-89.8467,38.52,0.009112736,Dark Yellow
1425,BELLEVUE L&D 12,-90.423,42.2611,-7.11E-05,No Color
16,BELLINGHAM INTL AP,-122.5372,48.7939,0.00412383,Light Yellow
1880,BELOIT,-89.0311,42.5039,-0.000159787,No Color
2497,BELTSVILLE,-76.9314,39.0303,0.010257885,Darkest Yellow
1990,BELZONI,-90.4919,33.1772,0.006762232,Yellow
2413,BENBROOK DAM,-97.4439,32.6475,0.007329854,Yellow
69,BEND,-121.285,44.0569,0.004469389,Light Yellow
1580,BENKELMAN,-101.5325,40.0503,0.006860318,Yellow
1680,BENT CREEK,-82.5967,35.5044,0.003517576,No Color
2612,BEOWAWE,-116.475,40.5903,-0.001518506,No Color
1672,BEREA COLLEGE,-84.2908,37.5733,-0.001009152,No Color
1143,BERGLAND DAM,-89.5475,46.5869,0.005131296,Light Yellow
390,BERKELEY,-122.2606,37.8744,0.002947425,No Color
1918,BERNE WWTP,-84.9305,40.6683,0.00312294,No Color
455,BETATAKIN,-110.5411,36.6778,0.002944921,No Color
424,BETHEL AP,-161.8292,60.785,0.005099931,Light Yellow
163,BETTLES AP,-151.5089,66.9161,0.003773128,No Color
501,BEULAH,-118.1522,43.9092,0.000389097,No Color
433,BICKLETON,-120.3006,45.9981,0.002535289,No Color
443,BIG BAR 4 E,-123.2078,40.7406,0.004396909,Light Yellow
1039,BIG DELTA AP,-145.7214,63.9944,0.004231259,Light Yellow
685,BIG FALLS,-93.7994,48.1969,0.006720294,Yellow
240,BIG PINEY MARBLETON AP,-110.1075,42.5844,0.007875654,Yellow
569,BIG RAPIDS WTR WKS,-85.4822,43.7072,0.001863219,No Color
1511,BIG SPRING,-101.4536,32.2442,0.003386106,No Color
997,BIG SPRINGS,-102.1467,41.0469,0.007636172,Yellow
914,BIG TIMBER,-109.9503,45.8328,0.002643385,No Color
590,BIGFORK 13 S,-114.0331,47.875,0.006690126,Yellow
2464,BILLINGS,-97.4472,36.5297,-0.000844163,No Color
847,BILLINGS LOGAN INTL AP,-108.5422,45.8069,0.005517369,Light Yellow
